"","X1","X2","X3","Order_reshape"
"699354","1563390","1066525","1721803","699354"
"699356","72852","58550","166551","699356"
"699358","713739","1909006","339351","699358"
"699361","893757","1152950","2297738","699361"
"699363","2477774","2384170","2031410","699363"
"699364","1044940","332134","2348145","699364"
"699365","1959418","224069","1959392","699365"
"699373","44093","1700212","94530","699373"
"699375","915306","828927","994486","699375"
"699379","2060131","1649779","1419367","699379"
"699380","1354540","965740","2117748","699380"
"706474","2053004","620136","1635388","706474"
"706475","353693","22531","648953","706475"
"706476","1800999","1988141","1253793","706476"
"706477","8051","1469795","720935","706477"
"706478","274528","166460","144954","706478"
"706479","1599413","2168210","238472","706479"
"706480","368076","303267","1837003","706480"
"706481","411345","411290","519319","706481"
"706482","1815364","1808179","44140","706482"
"706483","1945027","684878","188135","706483"
"706490","1656954","980099","886484","706490"
"706496","1944982","2045774","1239357","706496"
"706497","764126","1901731","1656961","706497"
"706503","692101","2096146","1419325","706503"
"706504","504954","1419342","900903","706504"
"706505","2096162","2499375","2132132","706505"
"706506","1707379","922511","987308","706506"
"706513","1872989","677714","2016932","706513"
"706514","1008958","1887362","1246526","706514"
"706517","2492159","2045776","1167332","706517"
"706518","1174535","1260985","684963","706518"
"706531","72904","80066","1894585","706531"
"706536","2038572","1080934","1534581","706536"
"706537","843280","360898","80092","706537"
"706538","65668","2333768","1239375","706538"
"706546","1880137","1397721","1808197","706546"
"706549","2614571","965707","2060154","706549"
"706551","188062","2117743","1030491","706551"
"706553","1224929","2520951","2139363","706553"
"706554","209738","137660","576939","706554"
"706555","2218541","728130","1095367","706555"
"706557","65686","2074581","540875","706557"
"706560","1260985","1174535","684963","706560"
"706569","389721","224064","490486","706569"
"706570","1635385","591326","1570591","706570"
"706571","576934","800124","2218535","706571"
"706576","1613785","555308","2031360","706576"
"706577","850518","1412184","1268125","706577"
"706580","36846","2225773","1073717","706580"
"713672","245679","2549747","1577801","713672"
"713673","1995373","1037706","1023305","713673"
"713674","1937826","576882","1527404","713674"
"713675","252864","1073725","1772204","713675"
"713676","929771","51306","2060199","713676"
"713677","87306","677736","1685775","713677"
"713678","1419371","1174555","656139","713678"
"713679","288904","267302","108858","713679"
"713680","1332942","2326566","2664953","713680"
"713681","555323","1592211","202532","713681"
"713682","1678573","1260957","1678612","713682"
"713683","1945027","684878","188135","713683"
"713692","1167326","872079","807283","713692"
"713695","1944972","1844162","850500","713695"
"713696","2448943","36879","404113","713696"
"713698","965693","22504","1311320","713698"
"713700","1959330","1628158","1851347","713700"
"713701","648916","1282521","548155","713701"
"713702","1037779","1059337","116088","713702"
"713703","1599390","562495","166519","713703"
"713705","1836929","1368958","771348","713705"
"713707","951337","2009775","1844159","713707"
"713709","1347381","1570609","2031350","713709"
"713710","432917","2124970","1433727","713710"
"713715","540945","576904","152096","713715"
"713726","1620973","2052967","519285","713726"
"713727","1513001","260144","152112","713727"
"713729","598541","173728","728129","713729"
"713737","1729017","1945010","1210588","713737"
"713749","36902","36903","188092","713749"
"713756","1822554","1577808","36907","713756"
"713758","1988192","605723","144934","713758"
"713759","922535","1210591","1692977","713759"
"713761","2628962","224090","814490","713761"
"713769","872131","1678597","1923383","713769"
"713779","1354542","1923332","576965","713779"
"713780","785699","1260939","1253735","713780"
"720872","1808134","2873759","260147","720872"
"720873","173728","1246566","1642563","720873"
"720874","375273","569742","936958","720874"
"720875","1693012","1829795","1865800","720875"
"720876","15344","555315","454496","720876"
"720877","1635366","245689","231262","720877"
"720878","1685808","72878","2376970","720878"
"720879","1520179","51305","360895","720879"
"720880","1772171","1030509","1181777","720880"
"720881","814532","324940","1527398","720881"
"720882","591332","375282","1584998","720882"
"720883","1945027","684878","36925","720883"
"720884","1829769","2261762","101692","720884"
"720890","879295","2362539","216896","720890"
"720891","1563386","1390572","1513004","720891"
"720892","915289","1527346","1080911","720892"
"720895","15301","159300","1829770","720895"
"720896","245725","692147","713746","720896"
"720898","238503","922503","576890","720898"
"720900","778547","2585761","936905","720900"
"720901","555275","2499357","872082","720901"
"720903","1376141","2549766","216901","720903"
"720904","1491362","1599376","2427353","720904"
"720905","2823359","2153789","1649766","720905"
"720907","519365","2060138","1800941","720907"
"720911","1930541","735333","764107","720911"
"720914","2312173","1995358","1455309","720914"
"720915","108907","1585008","555291","720915"
"720931","1649808","1433793","1577806","720931"
"720937","58554","1822610","80065","720937"
"720951","1901768","612919","339301","720951"
"720952","569702","1275388","209666","720952"
"720954","1584993","15250","512076","720954"
"720955","569680","454480","1966596","720955"
"720956","87334","1541788","15288","720956"
"720957","857735","2420174","1844201","720957"
"720958","252944","411338","1332911","720958"
"720959","1419309","497714","65737","720959"
"720960","1484191","490516","382531","720960"
"720961","1750574","1253739","951317","720961"
"720964","1080981","2067343","2420172","720964"
"720966","51273","1635393","1361717","720966"
"720968","555333","1052171","670553","720968"
"720969","1145749","886535","2412970","720969"
"720976","2398574","1563393","2024183","720976"
"720977","1037720","2427342","2081783","720977"
"720979","2031325","944140","1368923","720979"
"728072","1786624","857677","418571","728072"
"728073","1973789","893753","497685","728073"
"728074","137739","267318","1937826","728074"
"728075","504944","1757753","893703","728075"
"728076","267265","1800979","144937","728076"
"728077","1052130","44060","1793802","728077"
"728078","1945027","36925","684878","728078"
"728079","1937826","267318","137739","728079"
"728080","36925","1945027","1671412","728080"
"728081","1635408","1549000","1930586","728081"
"728082","44122","94540","1253790","728082"
"728083","677742","72860","1808163","728083"
"728095","2398574","1563393","2024183","728095"
"728096","310477","1311318","317708","728096"
"728101","886509","1836956","1944979","728101"
"728104","1937790","2434563","2319369","728104"
"728109","454569","2074563","1880197","728109"
"728111","1361772","1462573","735306","728111"
"728113","2110586","814504","1203320","728113"
"728121","713739","1909006","339351","728121"
"728128","893757","2463350","1152950","728128"
"728131","15304","1275387","2657770","728131"
"728155","137691","1671398","2139337","728155"
"728156","1037779","116088","51315","728156"
"728157","2405761","1880198","1541790","728157"
"728158","1901785","375331","2427367","728158"
"728161","1930545","1008964","2355357","728161"
"728164","1044940","332134","2348145","728164"
"728165","1044940","2412971","332134","728165"
"728166","836152","2448975","1073737","728166"
"728167","2060190","1570598","324938","728167"
"728168","778563","2412971","497729","728168"
"728169","2520961","1145750","1311358","728169"
"728174","1311338","231260","598538","728174"
"728176","1606556","1880142","1268118","728176"
"728177","1455354","2232964","1318542","728177"
"728178","548160","533778","857697","728178"
"728179","872113","1520185","713708","728179"
"728180","512173","576978","576870","728180"
"735272","36851","2614555","80055","735272"
"735273","699326","454547","620084","735273"
"735274","267318","1937826","137739","735274"
"735275","569778","2124990","1059292","735275"
"735276","209690","324893","1304197","735276"
"735277","1354524","1628163","260079","735277"
"735278","605732","1419326","166465","735278"
"735279","1030528","2175408","504876","735279"
"735280","65738","1541788","339343","735280"
"735281","2715364","180939","2182548","735281"
"735282","87302","1959410","317672","735282"
"735286","1304115","324930","598513","735286"
"735287","2657770","1275387","15304","735287"
"735289","1455375","2420176","1282559","735289"
"735290","2009777","497668","2031376","735290"
"735295","2218551","324927","404108","735295"
"735296","1635351","1080949","2369731","735296"
"735301","677708","843309","1376174","735301"
"735302","1520181","1930544","288911","735302"
"735305","159252","44090","2355333","735305"
"735313","1779339","440108","2513743","735313"
"735321","159338","1340144","1894600","735321"
"735335","274495","2125002","1901787","735335"
"735337","1426526","404097","1390585","735337"
